,album,album,album,album,album,album,album,album,album,album,album,album,album,artist,artist,artist,artist,artist,artist,artist,artist,artist,artist,artist,artist,artist,artist,artist,artist,artist,set,set,track,track,track,track,track,track,track,track,track,track,track,track,track,track,track,track,track,track,track,track
100497,1,2014-01-27 13:47:52,,,4,15889,,51082,,[],Weeklybeats 2014,17,Album,2010-01-01 00:00:00,,EINDBAAS,"<p>Music made mostely on Gameboy. Sometimes I do other stuff....Contact: <a href=""mailto:roccowchiptune@gmail.com"" target=""_blank"">roccowchiptune@gmail.com</a>FOR MORE TRACKS, CHECK HERE: <a title=""Soundcloud"" href=""http://www.soundcloud.com/roccow"" target=""_blank"">www.soundcloud.com/roccow</a></p>
<p> </p>",2,2011-03-28 11:25:44,57,10484,52.152355,The Netherlands,5.29297,RoccoW,RoccoW,EINDBAAS,"['roccow', 'gameboy', 'chip music', 'ds', '8bit', 'chiptune', 'lsdj', 'chipmusic']",https://twitter.com/RoccoWNL,,training,small,320000,0,,2014-03-02 17:42:42,,166,18,Electronic,"[240, 297]","[240, 297, 15]",,7815,,Attribution-ShareAlike,6720,,9,,[],Weeklybeats 2014 #9 - This Little Piggy Danced
100959,3,2014-03-11 15:58:48,2014-03-11 00:00:00,,1,16141,"<p><strong>Want high-resolution album art, liner-notes or lossless FLAC audio? <a href=""http://www.blocsonic.com/releases/show/the-black-holocaust"">Check out the blocSonic release page</a>!</strong></p>
<p>Ladies and gentlemen, I’d like to present to you <em>The Black Holocaust</em>, the incredible debut album by Pittsburgh artist, <a href=""http://www.blocsonic.com/artist/dj-def-chad""><strong>DJ Def Chad</strong></a>.</p>
<p>This may be DJ Def Chad’s debut album, however he’s not new to this hip-hop thing. He began his musical journey back in Homewood, PA and released music as part of groups along the way. In the mid-80’s he joined up with <strong>Tuffy Tuf</strong> and split DJ duties with <strong>DJ Nick Nice</strong>. They toured, opened for the likes of <strong>De La Soul</strong>, <strong>Eric B & Rakim</strong>, <strong>Shabba Ranks</strong> & <strong>Fu-Schnickens</strong> and eventually released an EP called <em>Strictly 4 De Boomin System</em> through Pittsburgh label <strong>Unity Records</strong>. They disbanded shortly thereafter.</p>
<p>Later, Chad formed his company <strong>TeePee Records</strong> and eventually started a group with him trying his hand at rhyming, <strong>PGB (Poets Gettin By)</strong>. In 2001 they independently released <em>Ice Burgh</em>. That led to him meeting <a href=""http://www.blocsonic.com/artist/cdoc""><strong>C-Doc</strong></a> who invited him to join <a href=""http://www.blocsonic.com/artist/the-impossebulls""><strong>The Impossebulls</strong></a>, the <em>world’s first virtual rapp squad</em>, who you’ve gotten to know here at <strong>blocSonic</strong>.</p>
<p>After guest appearances on C-Doc’s <em>Divided We Stand</em> he was inspired to use his life experiences to bring you his own brand of hip-hop… or “Grown Folks Music”. A gift to you and anyone who cares to listen from an aging B-Boy that will never slow down.</p>
<p>It’s a pleasure for me to bring to you an album that, in a less artificially manipulated musical mainstream, could easily be released by a major label and find itself among the great albums in hip-hop. Not to say that the mainstream sets the standard for quality, but to say that this album could easily garner the attention of a majority of the hip-hop audience and catch fire. I know, I know… you’re saying to yourself… “you’re the guy who runs blocSonic and this album is being released here, so yeah, yeah… whatever dude… you’re just hyping it up because that’s what you do.” Maybe you’re right… though I think you might seriously find yourself singing the praises of this album after the first listen… and the next listen… and the next… DJ Def Chad’s <em>The Black Holocaust</em> is really, in my humble opinion… that GOOD.</p>
<p>From Chad’s experienced lyrical flow to C-Doc’s production and lyrical skill… top to bottom, this album was crafted with a high degree of care and attention to detail. On top of all that, you’ve got an impressive group of collaborators — <a href=""http://www.publicenemy.com""><strong>Chuck D</strong></a>, <a href=""http://www.blocsonic.com/artist/cm-aka-creative""><strong>CM aka Creative</strong></a>, <a href=""http://www.blocsonic.com/artist/the-impossebulls""><strong>Jamod Allah</strong></a>, <strong>Low Flow</strong>, <strong>Kamillion</strong>, <a href=""http://www.blocsonic.com/artist/the-impossebulls""><strong>Marcus J</strong></a>, <strong>Mock 3</strong>, <a href=""http://www.blocsonic.com/artist/the-scallions""><strong>Shawn Franklin</strong></a>, <a href=""http://www.blocsonic.com/artist/the-impossebulls""><strong>Tirade</strong></a>, <strong>Villian151</strong>, <strong>Dre’ Leez</strong> and of course Chad’s children <strong>Shanae</strong>, <strong>Nakia</strong>, and <strong>Jasmine</strong> who make their recording debut on one of the album’s standouts, “Cain”.</p>
<p>I could go on and on about what I like about it and which tracks stand out to me and why, but I’ll leave that to the reviewers among you. I’ll reiterate, though, that this album will make it’s place in your personal pantheon of great hip-hop albums. I don’t say that lightly. From beginning to end, this album is solid through and through. It’s a cohesive ALBUM, in every sense of the word. If you <em>are</em> a reviewer, I invite you to please help spread the word. We’ll let everyone know about your review and where they can read it.</p>
<p>Thanks to everyone involved in making this such a special release — DJ Def Chad, C-Doc and all the collaborators mentioned above. Thanks to C. Michael for the photos.</p>
<p>Of course, thanks once again to you for downloading & listening. We always strive to deliver the music you’ll love. Please spread the word about blocSonic, if you enjoy what we do. Remember… everything we release is cool to share! Always keep the music moving… share it… blog it… podcast it! If you’re in radio… support independent music and broadcast it!.</p>",19566,,[],The Black Holocaust,39,Album,,,,"<p><strong>DJ Def Chad</strong> was born and raised in Homewood, PA in the area known as the Hilltop. His brother <strong>Kenny</strong> introduced him to the turntables and he started DJ’ing in 1980, learning all he could from local DJ’s like <strong>DJ King T</strong> and <strong>DJ Kool Kel</strong>.</p>
<p>In the mid 80’s he met <strong>Tuffy Tuf</strong>, a local Emcee. Tuffy formed a crew with Chad and <strong>DJ Nick Nice</strong> splitting DJ duties and Chad’s cousin Sodda Pop Kid as hype man and dancer. They opened shows for groups like <strong>De La Soul</strong>, <strong>Eric B & Rakim</strong>, <strong>Shabba Ranks</strong>, and <strong>Fu-Schnickens</strong>. After recording the EP <em>Strictly 4 De Boomin System</em> that was released through local Pittsburgh label <strong>Unity Records</strong>, the group disbanded.</p>
<p>Chad formed his own company, <strong>TeePee Records</strong>, and started to produce and DJ for other artists. He eventually decided to try his own hand at rhyming and started working on songs with a new group, <strong>PGB (Poets Gettin By)</strong>. They recorded and independently released the album <em>Ice Burgh</em> in 2001.</p>
<p>Shortly thereafter he met <a href=""http://www.blocsonic.com/artist/cdoc""><strong>C-Doc</strong></a>, another local producer who invited Chad to join the world’s first virtual Rapp squad, <a href=""http://www.blocsonic.com/artist/the-impossebulls""><strong>The Impossebulls</strong></a>, as a DJ and an Emcee. Chad would also join C-Doc for a number of guest appearances on the 2012 album <em>Divided We Stand</em>, which then inspired Chad to begin work on his long overdue debut solo album, <em>The Black Holocaust</em>.</p>
<p>A potent mix of graphic storytelling and social consciousness, <em>The Black Holocaust</em> is an album that is a long time coming. It is the culmination of Def Chad’s life experiences and observations over a sample-rich sound bed of soul and funk that he likes to call ""Grown Folks Music."" It’s his contribution to Hip-Hop and a gift to the people, an album from the heart and soul of an aging B-Boy that will never slow down.</p>",1,2014-03-11 15:57:15,6,18156,,"Pittsburgh, Pennsylvania",,,DJ Def Chad,,['dj def chad'],http://www.blocsonic.com/artist/dj-def-chad,,training,small,320000,0,,2014-03-11 16:20:14,,268,4,Hip-Hop,[21],[21],,5031,,Creative Commons Attribution-NonCommercial-NoDerivatives 4.0,4922,,14,,[],Shawntae
100972,0,2014-03-12 09:18:29,2014-03-12 00:00:00,,4,16144,"<p>Dubstep / neurostep EP by Portuguese project <a href=""http://dyman-music.tumblr.com/"">Dyman</a>.</p>",67079,,[],Infection,5,Album,,,,,0,2012-07-15 08:41:24,12,14048,41.14945,"Porto, Portugal",-8.610314,,Dyman,,['dyman'],http://dyman-music.tumblr.com/,,training,small,320000,0,,2014-03-12 09:16:45,,143,15,Electronic,"[15, 468]","[468, 15]",,18641,,Attribution-NonCommercial-ShareAlike 3.0 International,14605,,1,,[],In Progress
100479,0,2014-02-28 21:04:26,2014-02-24 00:00:00,,1,16100,"<p><strong>Want high-resolution album art, liner-notes or lossless FLAC audio? <a href=""http://www.blocsonic.com/releases/show/hauphuchinliveiyam"">Check out the blocSonic release page</a>!</strong></p>
<p>To close out this month of LIVE HIP-HOP, <a href=""http://www.blocsonic.com/artist/lowdown""><strong>LOWdown</strong></a> brings it with the action packed LIVE EP called <em>“HAUPHUCHINLIVEIYAM”</em>. Recorded at Hkan in Pittsburgh, PA back in August of 2005, this live set is a fun piece of LOWdown history that’s sure to hold an honored spot in your LOWdown/Impossebulls music collection. If LOWdown are new to you, you should also check out <a href=""http://www.blocsonic.com/releases/show/dumptruck-xe"">“dumpTRUCK XE”</a>.</p>
<p>Thanks to LOWdown (Tirade, C-Doc & DJ Def Chad), HYMnEYE (Mported Flows & Grace One) and rest of The Impossebulls fam for a great month of live music!</p>
<p>Of course, thanks once again to you for downloading & listening. We always strive to deliver the music you’ll love. Please spread the word about blocSonic, if you enjoy what we do. Remember… everything we release is cool to share! Always keep the music moving… share it… blog it… podcast it! If you’re in radio… support independent music and broadcast it!.</p>",11263,,[],HAUPHUCHINLIVEIYAM,42,Album,,,,"<p>Long time comrades Tirade & C-Doc have been creating music and video works for many years. In 1994 they put a name to these curiosities and LOWdown was born. In 2006 they released their debut album on the SLAMjamz label: “groundZERO”. groundZERO is a CD/DVD experience that attempts to recapture the breakbeat, bass-heavy Hip-Hop of the early 1990’s mixed with the duo's trademark off-kilter humor. They followed the album up with the “dumpTRUCK EP”.</p>",0,2012-05-04 08:21:41,2,13450,40.438335,"Pittsburgh, Pennsylvania",-79.997459,"Tirade
C-Doc",LOWdown,,['lowdown'],http://impossebulls.blogspot.com/,,training,small,320000,0,,2014-03-02 14:20:17,,187,1,Hip-Hop,[21],[21],,1915,,Creative Commons Attribution-NonCommercial-NoDerivatives 4.0,1818,,40,,[],The LOWdown (Treacherous)
100478,0,2014-02-28 21:04:26,2014-02-24 00:00:00,,1,16100,"<p><strong>Want high-resolution album art, liner-notes or lossless FLAC audio? <a href=""http://www.blocsonic.com/releases/show/hauphuchinliveiyam"">Check out the blocSonic release page</a>!</strong></p>
<p>To close out this month of LIVE HIP-HOP, <a href=""http://www.blocsonic.com/artist/lowdown""><strong>LOWdown</strong></a> brings it with the action packed LIVE EP called <em>“HAUPHUCHINLIVEIYAM”</em>. Recorded at Hkan in Pittsburgh, PA back in August of 2005, this live set is a fun piece of LOWdown history that’s sure to hold an honored spot in your LOWdown/Impossebulls music collection. If LOWdown are new to you, you should also check out <a href=""http://www.blocsonic.com/releases/show/dumptruck-xe"">“dumpTRUCK XE”</a>.</p>
<p>Thanks to LOWdown (Tirade, C-Doc & DJ Def Chad), HYMnEYE (Mported Flows & Grace One) and rest of The Impossebulls fam for a great month of live music!</p>
<p>Of course, thanks once again to you for downloading & listening. We always strive to deliver the music you’ll love. Please spread the word about blocSonic, if you enjoy what we do. Remember… everything we release is cool to share! Always keep the music moving… share it… blog it… podcast it! If you’re in radio… support independent music and broadcast it!.</p>",11263,,[],HAUPHUCHINLIVEIYAM,42,Album,,,,"<p>Long time comrades Tirade & C-Doc have been creating music and video works for many years. In 1994 they put a name to these curiosities and LOWdown was born. In 2006 they released their debut album on the SLAMjamz label: “groundZERO”. groundZERO is a CD/DVD experience that attempts to recapture the breakbeat, bass-heavy Hip-Hop of the early 1990’s mixed with the duo's trademark off-kilter humor. They followed the album up with the “dumpTRUCK EP”.</p>",0,2012-05-04 08:21:41,2,13450,40.438335,"Pittsburgh, Pennsylvania",-79.997459,"Tirade
C-Doc",LOWdown,,['lowdown'],http://impossebulls.blogspot.com/,,training,small,320000,0,,2014-03-02 14:20:16,,146,1,Hip-Hop,[21],[21],,1932,,Creative Commons Attribution-NonCommercial-NoDerivatives 4.0,1845,,39,,[],So On and Yo!
100552,0,2014-03-06 07:13:48,2006-11-01 00:00:00,,1,16114,"<p>Short album by moldovan artist, dj and journalist <a href=""http://www.myspace.com/httpwwwmegatonecom"">megatone</a>. minimal and mystical are the key words to describe it.</p>",29625,,[],First Space Voyage,11,Album,,,,,0,2013-10-09 09:28:24,8,17128,,Moldavia,,Marcel Gherman,Megatone,,['megatone'],http://marcelgherman.blogspot.fi/,,training,small,128000,0,,2014-03-06 07:13:07,,192,5,Electronic,"[15, 42, 184]","[184, 42, 15]",,10962,,Attribution-NonCommercial-ShareAlike 3.0 International,9572,,1,,[],First Space Voyage
100835,0,2014-03-11 13:56:40,2006-10-25 00:00:00,,0,16140,"<p>Selection of IDM tracks from 2005 made by Hungarian talent active since 96 that goes by the alias of <a href=""http://nelza.irregulart.hu/"">Nick Otheen</a>.</p>",16023,,[],Along The Way,7,Album,,,,,0,2014-02-03 03:47:56,3,17965,,Hungary,,,Nick Otheen,,['nick otheen'],,,training,small,192000,0,,2014-03-11 13:54:50,,134,2,Electronic,"[15, 42, 236]","[42, 236, 15]",,14564,,Attribution-NonCommercial-ShareAlike 3.0 International,12262,,2,,[],little scary movie
100976,0,2014-03-12 09:18:29,2014-03-12 00:00:00,,4,16144,"<p>Dubstep / neurostep EP by Portuguese project <a href=""http://dyman-music.tumblr.com/"">Dyman</a>.</p>",67079,,[],Infection,5,Album,,,,,0,2012-07-15 08:41:24,12,14048,41.14945,"Porto, Portugal",-8.610314,,Dyman,,['dyman'],http://dyman-music.tumblr.com/,,training,small,320000,0,,2014-03-12 09:17:39,,173,41,Electronic,"[15, 468]","[468, 15]",,32776,,Attribution-NonCommercial-ShareAlike 3.0 International,24944,,3,,[],Kill The Flesh
100973,0,2014-03-12 09:18:29,2014-03-12 00:00:00,,4,16144,"<p>Dubstep / neurostep EP by Portuguese project <a href=""http://dyman-music.tumblr.com/"">Dyman</a>.</p>",67079,,[],Infection,5,Album,,,,,0,2012-07-15 08:41:24,12,14048,41.14945,"Porto, Portugal",-8.610314,,Dyman,,['dyman'],http://dyman-music.tumblr.com/,,training,small,320000,0,,2014-03-12 09:16:45,,162,16,Electronic,"[15, 468]","[468, 15]",,19611,,Attribution-NonCommercial-ShareAlike 3.0 International,16078,,2,,[],Dark Side
100549,0,2014-03-06 07:13:48,2006-11-01 00:00:00,,1,16114,"<p>Short album by moldovan artist, dj and journalist <a href=""http://www.myspace.com/httpwwwmegatonecom"">megatone</a>. minimal and mystical are the key words to describe it.</p>",29625,,[],First Space Voyage,11,Album,,,,,0,2013-10-09 09:28:24,8,17128,,Moldavia,,Marcel Gherman,Megatone,,['megatone'],http://marcelgherman.blogspot.fi/,,training,small,128000,0,,2014-03-06 07:11:34,,204,2,Electronic,"[15, 42, 184]","[184, 42, 15]",,7821,,Attribution-NonCommercial-ShareAlike 3.0 International,6751,,4,,[],Mindframe
100802,4,2014-03-11 08:40:19,2014-03-11 00:00:00,,3,16134,,11774,,[],Margina,9,Album,2014-01-01 00:00:00,,,"<p>After twenty-six years, the two friends were again collected and recorded a mini album.</p>",3,2014-03-11 08:38:48,4,18153,,"Subotica, Serbia",,"Jasmina Tabak - vocal & bass
Aleksandar Petrović Mechka - guitar ",Margina,,['margina'],,,training,small,320000,0,,2014-03-11 11:01:26,,301,3,Rock,"[88, 89]","[88, 89, 12, 25]",,5638,,Attribution-NonCommercial-ShareAlike 3.0 International,5242,,4,,[],U vatru
100535,1,2014-03-04 17:50:33,2014-02-17 00:00:00,,1,16112,"<p>On <em>Mono Box</em> Ep, Small Colin turned off the sequencing and recorded all music live. Also a monophonic synthesizer from France was involved in the production of the songs on Mono Box. The music touches the genres Indietronica, Shoegazer, Downtempo and Dreampop.</p>
<blockquote>
<p>""When I was writing the music, all the synth and drum sounds were recorded live with no midi sequencing.  So I decided to record more guitars than usual to continue on with that “live” route.  I was also listening to more alternative rock/ indie type music at that time so that influenced me a lot."" (Small Colin, 2014)</p>
</blockquote>",20602,,[],Mono Box,6,Album,,,,<p>Colin Sweeney aka. Small Colin is one part of Scottish duo Small Radio.</p>,2,2012-01-16 21:35:26,41,12787,,,,Colin Sweeney,Small Colin,,['small colin'],http://smallcolin.com,,training,small,320982,0,,2014-03-04 17:46:12,,110,15,Electronic,[15],[15],,5812,,Attribution-ShareAlike,5162,,5,,[],Back From Århus
100799,4,2014-03-11 08:40:19,2014-03-11 00:00:00,,3,16134,,11774,,[],Margina,9,Album,2014-01-01 00:00:00,,,"<p>After twenty-six years, the two friends were again collected and recorded a mini album.</p>",3,2014-03-11 08:38:48,4,18153,,"Subotica, Serbia",,"Jasmina Tabak - vocal & bass
Aleksandar Petrović Mechka - guitar ",Margina,,['margina'],,,training,small,320000,0,,2014-03-11 10:41:24,,209,0,Rock,"[88, 89]","[88, 89, 12, 25]",,3076,,Attribution-NonCommercial-ShareAlike 3.0 International,2725,,2,,[],Child Was a Born
100550,0,2014-03-06 07:13:48,2006-11-01 00:00:00,,1,16114,"<p>Short album by moldovan artist, dj and journalist <a href=""http://www.myspace.com/httpwwwmegatonecom"">megatone</a>. minimal and mystical are the key words to describe it.</p>",29625,,[],First Space Voyage,11,Album,,,,,0,2013-10-09 09:28:24,8,17128,,Moldavia,,Marcel Gherman,Megatone,,['megatone'],http://marcelgherman.blogspot.fi/,,training,small,128000,0,,2014-03-06 07:11:34,,184,2,Electronic,"[15, 42, 184]","[184, 42, 15]",,5489,,Attribution-NonCommercial-ShareAlike 3.0 International,4742,,5,,[],Beyond The Universe (Transcendance)
135370,4,2016-04-14 12:14:30,,,11,20311,"<div class=""truncatedUserDescription__wrapper"">
<div class=""truncatedUserDescription__content"">
<div>
<p>My music is licensed under a Creative Commons (CC BY 4.0) License. Others can copy, distribute, display, perform and remix my work if they credit my name.</p>
<p>Bipolar music about self-reflection and personal growth.</p>
</div>
</div>
</div>",67012,,[],The Greener Grass,13,Album,,,,"<p><span style=""color: #363636; font-family: 'Helvetica Neue',Helvetica,Arial,sans-serif; font-size: 13px; line-height: 16.25px;"">Lamprey is the solo project of Cody Jones from the sunny Gold Coast, Queensland Australia. Employing a myriad of musical influences from rock to electronic, the music is both branded with a unique identity and strange familiarity - leaving you with a fresh perspective after each listen.</span></p>",4,2016-04-14 12:12:36,23,21958,,"Gold Coast, Australia",,Cody Jones,Lamprey,,['lamprey'],https://soundcloud.com/iamlamprey/,,training,small,320000,0,,2016-04-14 12:16:11,,209,21,Rock,"[12, 66, 98]","[66, 12, 98]",,16030,,Attribution,14298,,12,,[],Happy
135374,4,2016-04-14 12:14:30,,,11,20311,"<div class=""truncatedUserDescription__wrapper"">
<div class=""truncatedUserDescription__content"">
<div>
<p>My music is licensed under a Creative Commons (CC BY 4.0) License. Others can copy, distribute, display, perform and remix my work if they credit my name.</p>
<p>Bipolar music about self-reflection and personal growth.</p>
</div>
</div>
</div>",67012,,[],The Greener Grass,13,Album,,,,"<p><span style=""color: #363636; font-family: 'Helvetica Neue',Helvetica,Arial,sans-serif; font-size: 13px; line-height: 16.25px;"">Lamprey is the solo project of Cody Jones from the sunny Gold Coast, Queensland Australia. Employing a myriad of musical influences from rock to electronic, the music is both branded with a unique identity and strange familiarity - leaving you with a fresh perspective after each listen.</span></p>",4,2016-04-14 12:12:36,23,21958,,"Gold Coast, Australia",,Cody Jones,Lamprey,,['lamprey'],https://soundcloud.com/iamlamprey/,,training,small,320000,0,,2016-04-14 12:16:16,,272,11,Rock,"[12, 66, 98]","[66, 12, 98]",,7115,,Attribution,6209,,9,,[],The Grand Prize
135044,0,2016-04-08 09:08:48,2016-02-12 00:00:00,,0,20278,"<p>Après un <a href=""http://www.acim.asso.fr/ziklibrenbib/anga-des-premiers-mots-jusquaux-plus-gros/""><em>Des premiers mots jusqu’aux plus gros</em></a> plus qu’intéressant sorti en 2014, Anga est de retour en ce début d’année 2016 et cela pour notre plus grand plaisir. La guitare en bandoulière et l’accordéon fier, il vient nous parler avec sa gouaille de clown un peu triste de thèmes qui lui sont chers :  le temps qui passe trop vite, les relations amoureuses, les errances humaines… et même la disparition massive des abeilles ! Un bel album, percutant et bien enregistré, à télécharger de toute urgence !</p>",5145,,[],La Grande Lessive,8,Album,,,,"<p>Dans la lignée de groupes comme Tryo, Anga nous délivre des textes très bien écrits, sur fond de jazz manouche ou de valses entraînantes.</p>",0,2016-04-08 08:57:48,2,21940,,France,,,Anga,,['anga'],https://anga.bandcamp.com,,training,small,244600,0,,2016-04-08 09:20:32,,274,0,Folk,[103],"[17, 103]",,1755,,Creative Commons Attribution-NonCommercial-NoDerivatives 4.0,1514,,8,,[],Le diable
135010,0,2016-04-08 08:24:18,2016-01-15 00:00:00,,0,20274,"<p>Malgré une configuration modeste et somme toute classique (contrebasse, guitare, banjo), Jackson Grimm nous livre un premier EP qui ne laisse pas insensible. Alternant entre morceaux entraînants et ballades plus intimistes où sa jolie voix nous embarque, le jeune auteur-compositeur américain montre en une vingtaine de minutes toute l’étendue de son talent…</p>",3578,,[],The Airtime sessions,6,Album,,,,"<p>Malgré une configuration modeste et somme toute classique (contrebasse, guitare, banjo), Jackson Grimm nous livre un premier EP qui ne laisse pas insensible. Alternant entre morceaux entraînants et ballades plus intimistes où sa jolie voix nous embarque, le jeune auteur-compositeur américain montre en une vingtaine de minutes toute l’étendue de son talent…</p>",0,2016-04-08 08:22:31,1,21937,,"Asheville, North Carolina, United States",,,Jackson Grimm,,['jackson grimm'],https://jacksongrimm.bandcamp.com,,training,small,237172,0,,2016-04-08 08:22:41,,289,2,Folk,[17],[17],,1211,,Creative Commons Attribution-NonCommercial-NoDerivatives 4.0,1017,,6,,[],Jenny
